0 (pp) 9	0.255220093987	4.80539918316e-15	0.401055434632	0.107859742037	0.422019838998	0.370688186091	2.00112702756e-14	0.315610670307	2.6878414531e-12	0.443261924	2.90055473605e-14	0.454244281246	4.53056550421e-14	1.39503298818e-14	2.68784431667e-12	2.68749273035e-12	1.03387123748e-13	1.14696564081e-14	0.498620661229	2.68784371325e-12	0.432663781762	2.6878439198e-12	1.03373039468e-13	2.68756370402e-12	1.52133544463e-13	0.312500673147	3.53651843761e-14	7.82850772104e-14	2.68749001207e-12	0.499386129608	9.73816577646e-15	1.52132088572e-13	2.68784682512e-12	2.68749158526e-12	0.307337913633	2.68784206102e-12	0.432564788479	2.68752188393e-12	0.375542854091	0.0683456353961
9 (pp) 0	0.295008012741	6.63918491728e-15	0.424207019623	0.137544914878	0.440985968012	0.399194725033	2.76477600967e-14	1.30603093121e-14	3.71354714866e-12	5.77830587579e-15	4.00743383035e-14	0.43296682659	6.25947210921e-14	1.927390758e-14	3.71355110508e-12	3.71306535014e-12	1.42840627063e-13	1.58465856694e-14	3.71359310186e-12	3.71355027138e-12	0.449357487161	3.71355055675e-12	1.42821168087e-13	3.71316340801e-12	2.1018914252e-13	0.348478461177	4.88608728965e-14	1.08159402382e-13	3.71306159452e-12	3.7135456324e-12	1.34543418519e-14	2.1018713105e-13	3.71355457085e-12	3.71306376805e-12	0.343938095655	3.71354798859e-12	0.449270428788	3.713105629e-12	0.403233918557	0.0893850294633
0 (pp) 10	0.0605066708302	1.52191133137e-15	0.165737169191	0.288991209903	0.271841076266	0.185151955865	1.28360052702e-12	0.093323426789	1.2836005272e-12	0.216304327849	1.47005173928e-14	0.310952669209	1.28360052831e-12	1.89714847063e-15	1.28360052582e-12	4.8402223897e-15	1.2836005267e-12	7.39945669856e-16	0.427818851013	1.28360052599e-12	0.295446165498	1.28360052598e-12	6.1066760409e-15	1.67825683967e-14	8.27234363103e-15	0.123156235457	4.12483921279e-15	1.57830961271e-14	5.41946651074e-15	0.305975120227	7.93029223983e-16	5.39109274751e-15	1.2836005245e-12	5.42259695584e-15	0.112960977083	1.28360052684e-12	0.265251326704	7.91132250874e-15	0.180977709873	0.00625512277953
10 (pp) 0	0.367725910602	0.500201313476	0.208410778337	0.456682844082	0.174336367824	0.251265723889	0.500176109458	0.500013980508	0.500177211817	0.50000766407	0.500198317102	0.191228048659	0.500184789298	0.500204375683	0.500167325709	0.500194141457	0.500174235587	0.500201065169	0.500001726419	0.50016940882	0.155368882391	0.500168695794	0.500208615347	0.500191324161	0.500207434605	0.317481785527	0.500199105673	0.500194234675	0.500198338894	0.500004904254	0.500205202722	0.500206763766	0.500158666482	0.500197579011	0.322395559584	0.500175112945	0.155574070303	0.500192260845	0.244896266974	0.474226597708
1 (pp) 10	1.22980309891e-15	2.91772672447e-15	2.23512364392e-15	1.10684663144e-14	4.46190957992e-15	0.0462518116643	2.46083293674e-12	0.116145389569	2.4608821878e-12	0.304610726165	2.81828496499e-14	2.54151793976e-15	2.46083369715e-12	3.63715020587e-15	2.46087940653e-12	9.28072966939e-15	2.46083517256e-12	0.284439489515	2.37346466959e-14	2.46087999235e-12	4.01144806596e-15	2.46087979192e-12	1.17074387855e-14	3.21783497291e-14	1.5860242867e-14	3.34905751564e-15	7.90794516193e-15	3.0258312792e-14	1.03913291702e-14	7.02100471784e-15	0.120597734575	1.03361213086e-14	2.46087697023e-12	1.03966754044e-14	0.0899966909331	2.4608815972e-12	4.92940731711e-15	1.51680353365e-14	1.9220302782e-15	0.28991795887
10 (pp) 1	0.217638285455	0.424755563951	0.178087353417	0.497597764902	0.498342476219	0.457447935424	0.497975359777	0.438199812636	0.31407217588	0.213367071459	0.497016311963	0.498594742876	0.495234731509	0.322752353982	0.314063859335	0.00179858353451	0.489025117326	0.0882153854106	0.0179104485132	0.314065611712	0.498435860116	0.314065011892	0.392011127664	0.00620612293829	0.0678839598593	0.499053411548	0.394577967309	0.491704471945	0.00259821811298	0.00243189432003	0.41088777552	0.0678838071646	0.314056574983	0.0338894621087	0.387026110501	0.314070410225	0.308668713279	0.0611767769059	0.453860035456	0.285390925643
1 (pp) 2	1.21309520884e-15	3.34146026781e-15	6.68824130112e-16	2.36727461837e-15	8.18576427323e-15	0.108922322136	3.22762337341e-14	0.299299208126	5.21145863583e-14	0.370162543484	3.62451926627e-14	9.31894423977e-15	7.88855922966e-14	1.93459401438e-14	1.62815438855e-14	7.92426581639e-14	1.89739920055e-13	0.0901793542989	1.65339393528e-14	4.54465284014e-14	6.74866176872e-15	1.79248522393e-14	1.61053843438e-13	4.5913210223e-15	1.80813348436e-13	1.54749727402e-14	2.22203246514e-14	1.31012235883e-14	2.3973811792e-14	3.74579724998e-14	0.281418612047	4.61270388904e-15	6.60015527767e-15	2.24579958702e-14	0.241350584666	1.43092058036e-13	1.29048784597e-14	2.38496581043e-12	5.84095623202e-15	0.421276719596
2 (pp) 1	0.419493113597	0.207856750732	0.439503499645	0.0102292134554	0.0073368344513	0.135641302099	0.0086788254684	0.180362303104	0.351856023877	0.421555259436	0.0124834317406	0.00635436747305	0.0192278384826	0.343925116595	0.351852435631	0.49972715742	0.0418152748739	0.474596761458	0.495590092149	0.3518488457	0.00697732544538	0.351853344389	0.262551808198	0.498634207948	0.481308384471	0.00453322949228	0.258727771688	0.0323229037683	0.499537772294	0.499575216351	0.232286930009	0.481328398937	0.351848049494	0.491269890534	0.269355257097	0.351847992945	0.356616343273	0.483331924304	0.145129791138	0.375252647518
2 (pp) 18	0.500003203751	0.500195448475	0.500005523047	0.500021101889	0.500190846173	0.500200547747	0.500198462855	0.500198977156	0.500196603725	0.500013500119	0.500191406349	0.50018855233	0.500202213378	0.500189124123	0.500192745117	0.500176453534	0.500185079761	0.500008465549	0.500186656541	0.500188793888	0.500192939133	0.500193730945	0.500186434896	0.500002338203	0.500186374504	0.500183536961	0.500187735075	0.500194104467	0.500188107349	0.500183697811	0.500193944042	0.500000602448	0.500188002503	0.500187782818	0.500011729537	0.500187815808	0.500187928612	0.500157230977	0.500193374962	0.500012574523
18 (pp) 2	0.368116226172	4.11236387113e-15	0.279042666174	0.0288571359955	1.00734375779e-14	1.87575834161e-15	3.97190506451e-14	8.73231227573e-15	6.41388801264e-14	0.0937860987461	4.4603823023e-14	1.14679055403e-14	9.70779372533e-14	2.38095957749e-14	2.0038169484e-14	9.75276975887e-14	2.33503310163e-13	0.187539627251	2.03490953058e-14	5.59323535569e-14	8.30491812283e-15	2.20606341573e-14	1.98211388948e-13	0.404485721313	2.22535142463e-13	1.90433972042e-14	2.73469159017e-14	1.61229577482e-14	2.95057065571e-14	4.61013025156e-14	5.34351476621e-15	0.4762932278	8.12300930037e-15	2.76400980636e-14	0.12341040462	1.76107434021e-13	1.58824246201e-14	2.93528597688e-12	7.1884392528e-15	0.115093349736
2 (pp) 10	0.242961622377	0.101161511174	0.261862444114	0.0299171328066	0.00102547307619	0.028661401051	0.361484900036	0.0328646548276	0.361511323499	0.16007611193	0.00644195469822	0.000584366738629	0.361484474015	0.130125397507	0.361516355825	0.499615248723	0.361484130408	0.375906070936	0.198815044472	0.361510896645	0.000922043002491	0.361516074877	0.0315891531839	0.498620167399	0.409269844364	0.000769884584699	0.0587906227564	0.00691341106901	0.435883285595	0.358133978423	0.034122036909	0.311082746509	0.361519505316	0.0526232643945	0.0852766116395	0.361505034514	0.122607477498	0.0405463864741	0.0290517662972	0.106820709271
10 (pp) 2	0.108629457565	0.266164573609	0.028497591805	0.387295607144	0.201990202104	0.285514796891	0.456908343474	0.281364249438	0.0100120869304	0.0868990099256	0.394601324541	0.250022516338	0.47595247049	0.41973311862	0.00314964063729	0.0151449297724	0.489087266211	0.0158316663487	0.00319841719156	0.0087422406878	0.180055275513	0.00346643421956	0.44832337626	0.00089019833596	0.382679363468	0.437832387861	0.246835533491	0.0802848697557	0.00463084085182	0.00721673335513	0.188681280945	0.0155682421803	0.0012791860914	0.00433958276444	0.339332703552	0.027018155488	0.227611104143	0.316407715892	0.308008425618	0.124170540483
